loss,accuracy,val_loss,val_accuracy
3.515566349029541,0.42868590354919434,1.773319959640503,0.0
1.335342288017273,0.47475960850715637,1.7500876188278198,0.036858975887298584
1.2930071353912354,0.48317307233810425,1.795562505722046,0.0
1.2736552953720093,0.49358972907066345,1.130542516708374,0.35576921701431274
1.2035573720932007,0.5104166865348816,0.9597315788269043,0.6073718070983887
1.232614517211914,0.5100160241127014,0.7794677019119263,0.5625
1.252808690071106,0.5180288553237915,0.11387351900339127,0.9583333134651184
1.2036516666412354,0.5184294581413269,1.10359525680542,0.4759615361690521
1.076772689819336,0.5480769276618958,1.0974667072296143,0.5432692170143127
1.03706955909729,0.5821313858032227,0.5555788278579712,0.754807710647583
1.0116275548934937,0.6013621687889099,0.6427220106124878,0.6634615659713745
1.0394951105117798,0.6125801205635071,0.6022408604621887,0.7211538553237915
0.9148713946342468,0.6338140964508057,0.6093716621398926,0.7243589758872986
0.9505659341812134,0.6350160241127014,0.30897119641304016,0.9054487347602844
0.9062055945396423,0.6482371687889099,0.7374812364578247,0.7596153616905212
0.8928254842758179,0.6586538553237915,1.2134085893630981,0.6570512652397156
0.8478310704231262,0.6750801205635071,0.8584562540054321,0.6891025900840759
0.833525538444519,0.676682710647583,0.6212083101272583,0.7708333134651184
1.006393313407898,0.6887019276618958,0.6556054949760437,0.7275640964508057
0.7931690216064453,0.6959134340286255,0.5227706432342529,0.7692307829856873
