loss,accuracy,val_loss,val_accuracy
1.4654090404510498,0.48357370495796204,0.671872615814209,0.7115384340286255
0.9627971053123474,0.6153846383094788,0.6322804689407349,0.7195512652397156
0.9750475883483887,0.614182710647583,0.833063542842865,0.6987179517745972
0.8423746824264526,0.6698718070983887,0.585048496723175,0.75
0.8516303896903992,0.671875,0.846189558506012,0.7019230723381042
0.8251287937164307,0.6810897588729858,0.3994239270687103,0.7916666865348816
0.7819777131080627,0.6931089758872986,0.4538881480693817,0.7836538553237915
0.7758243083953857,0.6899038553237915,0.22003361582756042,0.8942307829856873
0.746253252029419,0.6931089758872986,0.7771556973457336,0.7227563858032227
0.7897562384605408,0.6875,0.45713189244270325,0.7884615659713745
0.7703284025192261,0.6963140964508057,0.7926526665687561,0.7163461446762085
0.7655249238014221,0.6947115659713745,0.7002453207969666,0.7419871687889099
0.7341505885124207,0.713942289352417,0.369812935590744,0.8060897588729858
0.7199906706809998,0.7103365659713745,0.47621795535087585,0.7868589758872986
0.6854618191719055,0.7103365659713745,0.13141390681266785,0.9727563858032227
0.7255106568336487,0.7071313858032227,0.12529124319553375,0.9775640964508057
0.681134819984436,0.7303686141967773,0.1759294718503952,0.9214743375778198
0.6606951951980591,0.7311698794364929,0.5174268484115601,0.7788461446762085
0.6361634731292725,0.745192289352417,0.08930280059576035,0.995192289352417
0.6379356980323792,0.7415865659713745,0.34801238775253296,0.8125
