loss,accuracy,val_loss,val_accuracy
1.2274357080459595,0.4847756326198578,1.4649226665496826,0.0
1.1240965127944946,0.5176281929016113,1.631844401359558,0.0
1.0627338886260986,0.5436698794364929,1.7725176811218262,0.008012820966541767
1.0284465551376343,0.5741186141967773,1.7739031314849854,0.16826923191547394
0.9913531541824341,0.6001602411270142,1.4807415008544922,0.3541666567325592
0.9434758424758911,0.6197916865348816,1.110105037689209,0.4871794879436493
0.9121156334877014,0.629807710647583,0.8736441135406494,0.5881410241127014
0.885960578918457,0.6470352411270142,0.7914639711380005,0.6538461446762085
0.8576226830482483,0.6578525900840759,0.3409014344215393,0.8525640964508057
0.8368435502052307,0.6618589758872986,0.7704812288284302,0.6570512652397156
0.7949855327606201,0.6830929517745972,0.5385494232177734,0.7596153616905212
0.7823927998542786,0.6866987347602844,0.5950920581817627,0.7804487347602844
0.7567200064659119,0.7003205418586731,0.6737247109413147,0.7179487347602844
0.726588249206543,0.7127403616905212,0.5556516647338867,0.7628205418586731
0.7001713514328003,0.7167468070983887,0.7768204808235168,0.7355769276618958
0.6726559400558472,0.7371794581413269,0.6625761389732361,0.7419871687889099
0.649475634098053,0.7427884340286255,0.5648214817047119,0.7692307829856873
0.6388665437698364,0.7443910241127014,0.3802667260169983,0.8108974099159241
0.6089102029800415,0.7592147588729858,0.3011811673641205,0.8413461446762085
0.5918429493904114,0.7664262652397156,0.5893556475639343,0.7596153616905212
