loss,accuracy,val_loss,val_accuracy
1.0772734880447388,0.6205929517745972,0.7632306218147278,0.7419871687889099
0.6870136260986328,0.7267628312110901,0.3106893301010132,0.8237179517745972
0.6153168082237244,0.7439903616905212,0.29876089096069336,0.8253205418586731
0.516174852848053,0.7948718070983887,0.199076309800148,0.9118589758872986
0.5776022672653198,0.7660256624221802,0.34345319867134094,0.8189102411270142
0.5126376152038574,0.8088942170143127,0.17071059346199036,0.9022436141967773
0.4293901026248932,0.8321313858032227,0.7612282633781433,0.7387820482254028
0.4105648100376129,0.838942289352417,0.04555507004261017,0.9919871687889099
0.4209781587123871,0.8349359035491943,0.09007510542869568,0.9663461446762085
0.38537880778312683,0.8421474099159241,0.06898840516805649,0.9791666865348816
0.31178295612335205,0.8894230723381042,0.05408543720841408,0.9919871687889099
0.32524439692497253,0.8774038553237915,0.12052108347415924,0.9519230723381042
0.2949361801147461,0.8862179517745972,0.12121804803609848,0.9535256624221802
0.30124956369400024,0.8874198794364929,0.06571654975414276,0.9775640964508057
0.3104010224342346,0.8802083134651184,0.20567817986011505,0.9166666865348816
0.2645662724971771,0.9050480723381042,0.23251193761825562,0.9006410241127014
0.26536843180656433,0.9054487347602844,0.06124003231525421,0.9743589758872986
0.25392279028892517,0.9122596383094788,0.11008543521165848,0.9615384340286255
0.2578234076499939,0.90625,0.1543789952993393,0.9439102411270142
0.239980548620224,0.9094551205635071,0.06302665174007416,0.9727563858032227
